HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
FC Koln,Hertha,D1,2019,29/09/2019,A,0,4,0.0,1.0,A,8.0,10.0,3.0,6.0,8.0,4.0,11.0,13.0,1.0,0.0,1.0,0.0
Hertha,Fortuna Dusseldorf,D1,2019,04/10/2019,H,3,1,2.0,1.0,H,16.0,9.0,3.0,3.0,9.0,2.0,17.0,18.0,3.0,3.0,0.0,0.0
Bayern Munich,Hoffenheim,D1,2019,05/10/2019,A,1,2,0.0,0.0,D,20.0,8.0,4.0,5.0,9.0,3.0,8.0,12.0,2.0,0.0,0.0,0.0
Freiburg,Dortmund,D1,2019,05/10/2019,D,2,2,0.0,1.0,A,6.0,8.0,1.0,4.0,3.0,11.0,10.0,8.0,0.0,3.0,0.0,0.0
Leverkusen,RB Leipzig,D1,2019,05/10/2019,D,1,1,0.0,0.0,D,11.0,11.0,8.0,5.0,4.0,0.0,11.0,12.0,2.0,2.0,0.0,0.0
Paderborn,Mainz,D1,2019,05/10/2019,A,1,2,1.0,2.0,A,16.0,18.0,7.0,7.0,7.0,10.0,8.0,18.0,1.0,4.0,0.0,0.0
Schalke 04,FC Koln,D1,2019,05/10/2019,D,1,1,0.0,0.0,D,15.0,9.0,3.0,5.0,6.0,4.0,15.0,15.0,4.0,4.0,0.0,0.0
M'gladbach,Augsburg,D1,2019,06/10/2019,H,5,1,4.0,0.0,H,13.0,13.0,9.0,3.0,2.0,7.0,9.0,9.0,1.0,2.0,0.0,0.0
Wolfsburg,Union Berlin,D1,2019,06/10/2019,H,1,0,0.0,0.0,D,13.0,14.0,4.0,3.0,5.0,4.0,17.0,15.0,2.0,2.0,0.0,0.0
Ein Frankfurt,Werder Bremen,D1,2019,06/10/2019,D,2,2,0.0,1.0,A,24.0,11.0,7.0,5.0,10.0,1.0,12.0,8.0,2.0,1.0,0.0,0.0
Ein Frankfurt,Leverkusen,D1,2019,18/10/2019,H,3,0,2.0,0.0,H,10.0,19.0,5.0,10.0,4.0,1.0,11.0,12.0,1.0,1.0,0.0,0.0
Augsburg,Bayern Munich,D1,2019,19/10/2019,D,2,2,1.0,1.0,D,9.0,24.0,7.0,9.0,3.0,7.0,10.0,6.0,3.0,3.0,0.0,0.0
Fortuna Dusseldorf,Mainz,D1,2019,19/10/2019,H,1,0,0.0,0.0,D,20.0,7.0,4.0,1.0,8.0,1.0,10.0,17.0,2.0,4.0,0.0,1.0
RB Leipzig,Wolfsburg,D1,2019,19/10/2019,D,1,1,0.0,0.0,D,13.0,14.0,5.0,6.0,3.0,3.0,10.0,9.0,1.0,3.0,0.0,0.0
Union Berlin,Freiburg,D1,2019,19/10/2019,H,2,0,1.0,0.0,H,18.0,12.0,5.0,4.0,3.0,4.0,21.0,13.0,3.0,0.0,0.0,0.0
Werder Bremen,Hertha,D1,2019,19/10/2019,D,1,1,1.0,0.0,H,15.0,11.0,5.0,2.0,7.0,5.0,8.0,11.0,1.0,1.0,0.0,0.0
Dortmund,M'gladbach,D1,2019,19/10/2019,H,1,0,0.0,0.0,D,20.0,13.0,7.0,3.0,10.0,8.0,13.0,15.0,1.0,2.0,0.0,0.0
FC Koln,Paderborn,D1,2019,20/10/2019,H,3,0,1.0,0.0,H,16.0,9.0,6.0,1.0,6.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0
Hoffenheim,Schalke 04,D1,2019,20/10/2019,H,2,0,0.0,0.0,D,9.0,11.0,3.0,1.0,3.0,8.0,12.0,14.0,2.0,2.0,0.0,0.0
Mainz,FC Koln,D1,2019,25/10/2019,H,3,1,1.0,1.0,D,18.0,16.0,6.0,8.0,5.0,10.0,20.0,9.0,2.0,2.0,0.0,0.0
Bayern Munich,Union Berlin,D1,2019,26/10/2019,H,2,1,1.0,0.0,H,21.0,6.0,10.0,4.0,8.0,2.0,9.0,15.0,0.0,1.0,0.0,0.0
Freiburg,RB Leipzig,D1,2019,26/10/2019,H,2,1,1.0,0.0,H,14.0,25.0,3.0,6.0,5.0,4.0,10.0,9.0,3.0,1.0,0.0,0.0
Hertha,Hoffenheim,D1,2019,26/10/2019,A,2,3,0.0,2.0,A,13.0,17.0,4.0,8.0,4.0,4.0,17.0,12.0,3.0,3.0,1.0,0.0
Paderborn,Fortuna Dusseldorf,D1,2019,26/10/2019,H,2,0,1.0,0.0,H,14.0,18.0,6.0,4.0,4.0,7.0,21.0,17.0,5.0,4.0,0.0,0.0
Schalke 04,Dortmund,D1,2019,26/10/2019,D,0,0,0.0,0.0,D,13.0,8.0,3.0,3.0,8.0,2.0,8.0,7.0,3.0,2.0,0.0,0.0
Leverkusen,Werder Bremen,D1,2019,26/10/2019,D,2,2,1.0,1.0,D,21.0,10.0,4.0,3.0,10.0,1.0,12.0,13.0,2.0,1.0,0.0,0.0
Wolfsburg,Augsburg,D1,2019,27/10/2019,D,0,0,0.0,0.0,D,14.0,10.0,3.0,5.0,5.0,3.0,12.0,13.0,0.0,0.0,0.0,0.0
M'gladbach,Ein Frankfurt,D1,2019,27/10/2019,H,4,2,2.0,0.0,H,12.0,15.0,7.0,3.0,5.0,6.0,12.0,11.0,1.0,1.0,0.0,0.0
Hoffenheim,Paderborn,D1,2019,01/11/2019,H,3,0,3.0,0.0,H,12.0,9.0,7.0,2.0,4.0,4.0,7.0,12.0,0.0,1.0,0.0,0.0
Dortmund,Wolfsburg,D1,2019,02/11/2019,H,3,0,0.0,0.0,D,17.0,12.0,8.0,3.0,7.0,2.0,12.0,18.0,1.0,3.0,0.0,0.0
Ein Frankfurt,Bayern Munich,D1,2019,02/11/2019,H,5,1,2.0,1.0,H,17.0,7.0,11.0,3.0,3.0,0.0,12.0,7.0,1.0,2.0,0.0,1.0
Leverkusen,M'gladbach,D1,2019,02/11/2019,A,1,2,1.0,2.0,A,23.0,11.0,6.0,6.0,13.0,0.0,13.0,8.0,2.0,1.0,1.0,0.0
RB Leipzig,Mainz,D1,2019,02/11/2019,H,8,0,5.0,0.0,H,19.0,10.0,12.0,2.0,3.0,4.0,10.0,7.0,0.0,1.0,0.0,0.0
Werder Bremen,Freiburg,D1,2019,02/11/2019,D,2,2,1.0,1.0,D,20.0,13.0,10.0,3.0,5.0,0.0,17.0,9.0,3.0,4.0,0.0,1.0
Union Berlin,Hertha,D1,2019,02/11/2019,H,1,0,0.0,0.0,D,16.0,8.0,6.0,3.0,1.0,4.0,14.0,9.0,1.0,1.0,0.0,0.0
Fortuna Dusseldorf,FC Koln,D1,2019,03/11/2019,H,2,0,1.0,0.0,H,9.0,8.0,3.0,1.0,3.0,4.0,10.0,20.0,1.0,3.0,0.0,0.0
Augsburg,Schalke 04,D1,2019,03/11/2019,A,2,3,1.0,1.0,D,12.0,11.0,4.0,3.0,1.0,6.0,12.0,10.0,3.0,5.0,0.0,0.0
FC Koln,Hoffenheim,D1,2019,08/11/2019,A,1,2,1.0,0.0,H,11.0,15.0,3.0,5.0,5.0,7.0,21.0,14.0,4.0,3.0,0.0,0.0
Hertha,RB Leipzig,D1,2019,09/11/2019,A,2,4,1.0,2.0,A,7.0,10.0,3.0,7.0,0.0,5.0,12.0,12.0,2.0,1.0,0.0,0.0
Mainz,Union Berlin,D1,2019,09/11/2019,A,2,3,0.0,2.0,A,18.0,14.0,5.0,4.0,3.0,2.0,15.0,15.0,1.0,4.0,0.0,0.0
Paderborn,Augsburg,D1,2019,09/11/2019,A,0,1,0.0,1.0,A,12.0,13.0,4.0,5.0,5.0,7.0,15.0,12.0,1.0,3.0,0.0,0.0
Schalke 04,Fortuna Dusseldorf,D1,2019,09/11/2019,D,3,3,1.0,0.0,H,12.0,9.0,5.0,5.0,2.0,4.0,9.0,15.0,2.0,4.0,0.0,0.0
Bayern Munich,Dortmund,D1,2019,09/11/2019,H,4,0,1.0,0.0,H,17.0,2.0,5.0,0.0,2.0,1.0,11.0,12.0,2.0,1.0,0.0,0.0
M'gladbach,Werder Bremen,D1,2019,10/11/2019,H,3,1,2.0,0.0,H,17.0,16.0,7.0,7.0,3.0,8.0,17.0,11.0,5.0,4.0,1.0,0.0
Wolfsburg,Leverkusen,D1,2019,10/11/2019,A,0,2,0.0,1.0,A,9.0,9.0,1.0,4.0,9.0,0.0,8.0,9.0,2.0,2.0,0.0,0.0
Freiburg,Ein Frankfurt,D1,2019,10/11/2019,H,1,0,0.0,0.0,D,13.0,17.0,7.0,6.0,8.0,10.0,7.0,13.0,1.0,3.0,1.0,2.0
Dortmund,Paderborn,D1,2019,22/11/2019,D,3,3,0.0,3.0,A,18.0,10.0,7.0,4.0,10.0,2.0,8.0,7.0,3.0,1.0,0.0,0.0
Ein Frankfurt,Wolfsburg,D1,2019,23/11/2019,A,0,2,0.0,1.0,A,17.0,9.0,9.0,6.0,12.0,1.0,13.0,22.0,3.0,5.0,0.0,1.0
Fortuna Dusseldorf,Bayern Munich,D1,2019,23/11/2019,A,0,4,0.0,3.0,A,12.0,18.0,1.0,5.0,8.0,6.0,8.0,6.0,1.0,1.0,0.0,0.0
Leverkusen,Freiburg,D1,2019,23/11/2019,D,1,1,1.0,1.0,D,27.0,7.0,9.0,2.0,13.0,3.0,9.0,14.0,0.0,3.0,0.0,0.0
Union Berlin,M'gladbach,D1,2019,23/11/2019,H,2,0,1.0,0.0,H,11.0,12.0,6.0,2.0,2.0,6.0,12.0,7.0,1.0,1.0,0.0,0.0
Werder Bremen,Schalke 04,D1,2019,23/11/2019,A,1,2,0.0,1.0,A,16.0,10.0,5.0,5.0,1.0,3.0,12.0,15.0,3.0,2.0,0.0,0.0
RB Leipzig,FC Koln,D1,2019,23/11/2019,H,4,1,3.0,1.0,H,20.0,6.0,8.0,1.0,13.0,3.0,9.0,15.0,0.0,3.0,0.0,0.0
Augsburg,Hertha,D1,2019,24/11/2019,H,4,0,2.0,0.0,H,14.0,5.0,5.0,1.0,3.0,3.0,8.0,18.0,0.0,2.0,0.0,1.0
Hoffenheim,Mainz,D1,2019,24/11/2019,A,1,5,0.0,1.0,A,22.0,11.0,8.0,5.0,14.0,3.0,10.0,13.0,1.0,3.0,0.0,1.0
Schalke 04,Union Berlin,D1,2019,29/11/2019,H,2,1,1.0,1.0,D,17.0,17.0,8.0,7.0,7.0,4.0,12.0,13.0,1.0,4.0,0.0,0.0
FC Koln,Augsburg,D1,2019,30/11/2019,D,1,1,0.0,1.0,A,13.0,11.0,6.0,4.0,4.0,8.0,15.0,17.0,8.0,3.0,1.0,1.0
Hertha,Dortmund,D1,2019,30/11/2019,A,1,2,1.0,2.0,A,13.0,7.0,3.0,5.0,2.0,2.0,13.0,8.0,3.0,2.0,0.0,1.0
Hoffenheim,Fortuna Dusseldorf,D1,2019,30/11/2019,D,1,1,1.0,0.0,H,12.0,11.0,6.0,3.0,2.0,5.0,11.0,16.0,2.0,4.0,0.0,0.0
Paderborn,RB Leipzig,D1,2019,30/11/2019,A,2,3,0.0,3.0,A,8.0,18.0,4.0,6.0,6.0,6.0,10.0,13.0,3.0,3.0,0.0,0.0
Bayern Munich,Leverkusen,D1,2019,30/11/2019,A,1,2,1.0,2.0,A,24.0,11.0,11.0,7.0,8.0,2.0,9.0,16.0,1.0,3.0,0.0,1.0
M'gladbach,Freiburg,D1,2019,01/12/2019,H,4,2,1.0,1.0,D,22.0,13.0,13.0,5.0,2.0,3.0,13.0,15.0,3.0,2.0,0.0,0.0
Wolfsburg,Werder Bremen,D1,2019,01/12/2019,A,2,3,1.0,2.0,A,19.0,10.0,6.0,3.0,9.0,3.0,14.0,14.0,1.0,4.0,0.0,0.0
Mainz,Ein Frankfurt,D1,2019,02/12/2019,H,2,1,0.0,1.0,A,18.0,14.0,8.0,4.0,8.0,6.0,13.0,10.0,1.0,2.0,0.0,1.0
Ein Frankfurt,Hertha,D1,2019,06/12/2019,D,2,2,0.0,1.0,A,25.0,9.0,6.0,3.0,16.0,1.0,11.0,15.0,3.0,4.0,0.0,0.0
Augsburg,Mainz,D1,2019,07/12/2019,H,2,1,1.0,1.0,D,18.0,12.0,5.0,3.0,8.0,2.0,13.0,14.0,2.0,2.0,0.0,0.0
Dortmund,Fortuna Dusseldorf,D1,2019,07/12/2019,H,5,0,1.0,0.0,H,23.0,2.0,10.0,0.0,6.0,0.0,8.0,10.0,0.0,3.0,0.0,0.0
Freiburg,Wolfsburg,D1,2019,07/12/2019,H,1,0,0.0,0.0,D,10.0,10.0,3.0,0.0,2.0,7.0,13.0,20.0,0.0,2.0,0.0,0.0
M'gladbach,Bayern Munich,D1,2019,07/12/2019,H,2,1,0.0,0.0,D,7.0,17.0,3.0,5.0,2.0,5.0,12.0,17.0,3.0,5.0,0.0,1.0
RB Leipzig,Hoffenheim,D1,2019,07/12/2019,H,3,1,1.0,0.0,H,25.0,11.0,14.0,1.0,8.0,6.0,14.0,5.0,3.0,1.0,0.0,0.0
Leverkusen,Schalke 04,D1,2019,07/12/2019,H,2,1,1.0,0.0,H,19.0,5.0,9.0,3.0,9.0,0.0,11.0,11.0,2.0,2.0,0.0,0.0
Union Berlin,FC Koln,D1,2019,08/12/2019,H,2,0,1.0,0.0,H,11.0,14.0,5.0,4.0,3.0,5.0,21.0,19.0,1.0,3.0,0.0,0.0
Werder Bremen,Paderborn,D1,2019,08/12/2019,A,0,1,0.0,0.0,D,12.0,18.0,3.0,5.0,13.0,6.0,10.0,13.0,1.0,4.0,0.0,0.0
Hoffenheim,Augsburg,D1,2019,13/12/2019,A,2,4,1.0,1.0,D,19.0,6.0,8.0,4.0,11.0,1.0,10.0,7.0,1.0,0.0,0.0,0.0
Bayern Munich,Werder Bremen,D1,2019,14/12/2019,H,6,1,2.0,1.0,H,29.0,11.0,14.0,2.0,8.0,2.0,13.0,12.0,2.0,2.0,0.0,0.0
FC Koln,Leverkusen,D1,2019,14/12/2019,H,2,0,0.0,0.0,D,13.0,6.0,5.0,2.0,3.0,4.0,12.0,9.0,2.0,3.0,0.0,2.0
Hertha,Freiburg,D1,2019,14/12/2019,H,1,0,0.0,0.0,D,14.0,15.0,4.0,2.0,4.0,7.0,9.0,5.0,2.0,0.0,0.0,0.0
Mainz,Dortmund,D1,2019,14/12/2019,A,0,4,0.0,1.0,A,9.0,18.0,0.0,7.0,3.0,5.0,8.0,10.0,1.0,0.0,0.0,0.0
Paderborn,Union Berlin,D1,2019,14/12/2019,D,1,1,1.0,1.0,D,14.0,15.0,3.0,2.0,2.0,3.0,19.0,16.0,2.0,4.0,0.0,0.0
Fortuna Dusseldorf,RB Leipzig,D1,2019,14/12/2019,A,0,3,0.0,1.0,A,4.0,21.0,1.0,7.0,3.0,9.0,11.0,7.0,2.0,1.0,0.0,0.0
Wolfsburg,M'gladbach,D1,2019,15/12/2019,H,2,1,1.0,1.0,D,17.0,6.0,7.0,5.0,5.0,2.0,20.0,15.0,3.0,3.0,0.0,0.0
Schalke 04,Ein Frankfurt,D1,2019,15/12/2019,H,1,0,0.0,0.0,D,11.0,17.0,5.0,3.0,7.0,6.0,15.0,12.0,1.0,4.0,1.0,0.0
Werder Bremen,Mainz,D1,2019,17/12/2019,A,0,5,0.0,4.0,A,15.0,19.0,5.0,8.0,8.0,5.0,13.0,13.0,2.0,2.0,0.0,0.0
Augsburg,Fortuna Dusseldorf,D1,2019,17/12/2019,H,3,0,1.0,0.0,H,12.0,6.0,7.0,2.0,4.0,2.0,10.0,15.0,3.0,4.0,0.0,0.0
Dortmund,RB Leipzig,D1,2019,17/12/2019,D,3,3,2.0,0.0,H,14.0,12.0,6.0,8.0,12.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0
Union Berlin,Hoffenheim,D1,2019,17/12/2019,A,0,2,0.0,0.0,D,16.0,7.0,2.0,4.0,6.0,1.0,16.0,13.0,2.0,6.0,0.0,0.0
Leverkusen,Hertha,D1,2019,18/12/2019,A,0,1,0.0,0.0,D,17.0,10.0,7.0,5.0,5.0,4.0,12.0,16.0,2.0,3.0,0.0,0.0
Ein Frankfurt,FC Koln,D1,2019,18/12/2019,A,2,4,2.0,1.0,H,17.0,21.0,6.0,9.0,7.0,10.0,12.0,10.0,2.0,4.0,0.0,0.0
Freiburg,Bayern Munich,D1,2019,18/12/2019,A,1,3,0.0,1.0,A,15.0,22.0,5.0,10.0,6.0,8.0,5.0,8.0,0.0,3.0,0.0,0.0
M'gladbach,Paderborn,D1,2019,18/12/2019,H,2,0,0.0,0.0,D,17.0,12.0,6.0,2.0,8.0,4.0,6.0,14.0,2.0,3.0,0.0,0.0
Wolfsburg,Schalke 04,D1,2019,18/12/2019,D,1,1,0.0,0.0,D,29.0,8.0,11.0,2.0,12.0,5.0,13.0,11.0,1.0,1.0,0.0,0.0
Hoffenheim,Dortmund,D1,2019,20/12/2019,H,2,1,0.0,1.0,A,11.0,12.0,3.0,5.0,0.0,8.0,8.0,12.0,0.0,1.0,0.0,0.0
Bayern Munich,Wolfsburg,D1,2019,21/12/2019,H,2,0,0.0,0.0,D,18.0,10.0,8.0,3.0,12.0,6.0,7.0,7.0,2.0,2.0,0.0,0.0
FC Koln,Werder Bremen,D1,2019,21/12/2019,H,1,0,1.0,0.0,H,7.0,6.0,1.0,1.0,1.0,7.0,11.0,18.0,1.0,4.0,0.0,0.0
Mainz,Leverkusen,D1,2019,21/12/2019,A,0,1,0.0,0.0,D,17.0,14.0,2.0,4.0,6.0,6.0,8.0,8.0,0.0,2.0,0.0,1.0
RB Leipzig,Augsburg,D1,2019,21/12/2019,H,3,1,0.0,1.0,A,22.0,6.0,7.0,2.0,10.0,4.0,7.0,9.0,1.0,3.0,0.0,0.0
Schalke 04,Freiburg,D1,2019,21/12/2019,D,2,2,1.0,0.0,H,19.0,19.0,6.0,7.0,7.0,5.0,9.0,12.0,1.0,1.0,0.0,0.0
Hertha,M'gladbach,D1,2019,21/12/2019,D,0,0,0.0,0.0,D,8.0,11.0,0.0,5.0,1.0,7.0,11.0,11.0,2.0,2.0,0.0,0.0
Fortuna Dusseldorf,Union Berlin,D1,2019,22/12/2019,H,2,1,1.0,0.0,H,22.0,17.0,8.0,6.0,7.0,5.0,8.0,18.0,2.0,4.0,0.0,0.0
Paderborn,Ein Frankfurt,D1,2019,22/12/2019,H,2,1,2.0,0.0,H,19.0,20.0,5.0,5.0,3.0,8.0,11.0,11.0,3.0,2.0,0.0,0.0
Schalke 04,M'gladbach,D1,2019,17/01/2020,H,2,0,0.0,0.0,D,13.0,14.0,7.0,5.0,8.0,8.0,13.0,17.0,3.0,4.0,0.0,0.0
Augsburg,Dortmund,D1,2019,18/01/2020,A,3,5,1.0,0.0,H,13.0,17.0,5.0,8.0,2.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0
FC Koln,Wolfsburg,D1,2019,18/01/2020,H,3,1,2.0,0.0,H,12.0,17.0,7.0,8.0,8.0,5.0,11.0,18.0,3.0,3.0,0.0,0.0
Fortuna Dusseldorf,Werder Bremen,D1,2019,18/01/2020,A,0,1,0.0,0.0,D,17.0,13.0,2.0,4.0,6.0,4.0,16.0,12.0,4.0,5.0,0.0,1.0
Hoffenheim,Ein Frankfurt,D1,2019,18/01/2020,A,1,2,0.0,1.0,A,12.0,13.0,5.0,3.0,8.0,6.0,10.0,13.0,2.0,2.0,0.0,0.0
Mainz,Freiburg,D1,2019,18/01/2020,A,1,2,0.0,2.0,A,24.0,13.0,8.0,5.0,7.0,5.0,15.0,10.0,4.0,2.0,0.0,0.0
RB Leipzig,Union Berlin,D1,2019,18/01/2020,H,3,1,0.0,1.0,A,19.0,15.0,8.0,5.0,4.0,4.0,6.0,18.0,1.0,3.0,0.0,0.0
Hertha,Bayern Munich,D1,2019,19/01/2020,A,0,4,0.0,0.0,D,6.0,20.0,1.0,10.0,0.0,4.0,7.0,14.0,3.0,1.0,0.0,0.0
Paderborn,Leverkusen,D1,2019,19/01/2020,A,1,4,0.0,3.0,A,13.0,12.0,7.0,7.0,6.0,4.0,8.0,12.0,4.0,1.0,0.0,0.0
Dortmund,FC Koln,D1,2019,24/01/2020,H,5,1,2.0,0.0,H,14.0,11.0,9.0,5.0,1.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0
Ein Frankfurt,RB Leipzig,D1,2019,25/01/2020,H,2,0,0.0,0.0,D,7.0,22.0,5.0,4.0,4.0,6.0,8.0,10.0,1.0,2.0,0.0,0.0
Freiburg,Paderborn,D1,2019,25/01/2020,A,0,2,0.0,0.0,D,19.0,15.0,5.0,3.0,6.0,6.0,11.0,7.0,4.0,4.0,0.0,1.0
M'gladbach,Mainz,D1,2019,25/01/2020,H,3,1,1.0,1.0,D,15.0,12.0,5.0,9.0,6.0,3.0,7.0,14.0,2.0,3.0,0.0,0.0
Union Berlin,Augsburg,D1,2019,25/01/2020,H,2,0,0.0,0.0,D,12.0,25.0,3.0,7.0,4.0,5.0,18.0,9.0,4.0,1.0,0.0,0.0
Wolfsburg,Hertha,D1,2019,25/01/2020,A,1,2,0.0,0.0,D,20.0,9.0,7.0,4.0,9.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0
Bayern Munich,Schalke 04,D1,2019,25/01/2020,H,5,0,2.0,0.0,H,24.0,7.0,14.0,1.0,9.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0
Werder Bremen,Hoffenheim,D1,2019,26/01/2020,A,0,3,0.0,0.0,D,16.0,9.0,3.0,4.0,7.0,4.0,14.0,15.0,2.0,2.0,0.0,0.0
Leverkusen,Fortuna Dusseldorf,D1,2019,26/01/2020,H,3,0,1.0,0.0,H,25.0,12.0,11.0,3.0,8.0,5.0,11.0,10.0,0.0,3.0,0.0,0.0
Hertha,Schalke 04,D1,2019,31/01/2020,D,0,0,0.0,0.0,D,9.0,13.0,0.0,5.0,3.0,7.0,9.0,9.0,1.0,1.0,0.0,0.0
Augsburg,Werder Bremen,D1,2019,01/02/2020,H,2,1,0.0,1.0,A,14.0,7.0,4.0,1.0,5.0,3.0,8.0,17.0,2.0,5.0,0.0,0.0
Dortmund,Union Berlin,D1,2019,01/02/2020,H,5,0,2.0,0.0,H,13.0,5.0,7.0,0.0,5.0,3.0,7.0,8.0,0.0,1.0,0.0,0.0
Fortuna Dusseldorf,Ein Frankfurt,D1,2019,01/02/2020,D,1,1,0.0,0.0,D,8.0,6.0,1.0,4.0,4.0,4.0,6.0,12.0,2.0,1.0,0.0,0.0
Hoffenheim,Leverkusen,D1,2019,01/02/2020,H,2,1,1.0,1.0,D,14.0,22.0,6.0,11.0,4.0,10.0,8.0,10.0,3.0,3.0,0.0,1.0
Mainz,Bayern Munich,D1,2019,01/02/2020,A,1,3,1.0,3.0,A,8.0,13.0,3.0,5.0,6.0,4.0,12.0,9.0,3.0,1.0,0.0,0.0
RB Leipzig,M'gladbach,D1,2019,01/02/2020,D,2,2,0.0,2.0,A,18.0,7.0,8.0,4.0,4.0,4.0,12.0,13.0,1.0,6.0,0.0,1.0
FC Koln,Freiburg,D1,2019,02/02/2020,H,4,0,1.0,0.0,H,24.0,9.0,9.0,2.0,10.0,6.0,13.0,9.0,3.0,1.0,0.0,0.0
Paderborn,Wolfsburg,D1,2019,02/02/2020,A,2,4,1.0,2.0,A,10.0,9.0,7.0,5.0,3.0,7.0,15.0,17.0,3.0,3.0,1.0,0.0
Ein Frankfurt,Augsburg,D1,2019,07/02/2020,H,5,0,1.0,0.0,H,13.0,8.0,9.0,5.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0
Freiburg,Hoffenheim,D1,2019,08/02/2020,H,1,0,1.0,0.0,H,12.0,21.0,6.0,6.0,5.0,10.0,10.0,13.0,3.0,3.0,0.0,0.0
Hertha,Mainz,D1,2019,08/02/2020,A,1,3,0.0,1.0,A,13.0,10.0,3.0,3.0,10.0,1.0,13.0,16.0,4.0,1.0,1.0,0.0
Schalke 04,Paderborn,D1,2019,08/02/2020,D,1,1,0.0,0.0,D,15.0,15.0,4.0,4.0,11.0,10.0,6.0,8.0,2.0,3.0,0.0,0.0
Werder Bremen,Union Berlin,D1,2019,08/02/2020,A,0,2,0.0,0.0,D,14.0,11.0,3.0,5.0,5.0,5.0,7.0,16.0,4.0,3.0,0.0,0.0
Wolfsburg,Fortuna Dusseldorf,D1,2019,08/02/2020,D,1,1,0.0,1.0,A,9.0,10.0,5.0,2.0,3.0,5.0,10.0,14.0,0.0,1.0,1.0,0.0
Leverkusen,Dortmund,D1,2019,08/02/2020,H,4,3,2.0,2.0,D,9.0,12.0,5.0,6.0,3.0,7.0,9.0,10.0,2.0,1.0,0.0,0.0
Bayern Munich,RB Leipzig,D1,2019,09/02/2020,D,0,0,0.0,0.0,D,10.0,8.0,3.0,1.0,11.0,3.0,8.0,12.0,2.0,2.0,0.0,0.0
Dortmund,Ein Frankfurt,D1,2019,14/02/2020,H,4,0,1.0,0.0,H,17.0,1.0,7.0,0.0,5.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0
Augsburg,Freiburg,D1,2019,15/02/2020,D,1,1,1.0,0.0,H,10.0,20.0,3.0,5.0,0.0,3.0,19.0,5.0,4.0,1.0,0.0,0.0
Hoffenheim,Wolfsburg,D1,2019,15/02/2020,A,2,3,1.0,1.0,D,14.0,15.0,6.0,6.0,4.0,4.0,7.0,12.0,2.0,2.0,0.0,0.0
Paderborn,Hertha,D1,2019,15/02/2020,A,1,2,0.0,1.0,A,20.0,17.0,4.0,6.0,5.0,8.0,14.0,12.0,2.0,2.0,0.0,0.0
RB Leipzig,Werder Bremen,D1,2019,15/02/2020,H,3,0,2.0,0.0,H,10.0,8.0,3.0,1.0,8.0,1.0,10.0,12.0,1.0,1.0,0.0,0.0
Union Berlin,Leverkusen,D1,2019,15/02/2020,A,2,3,1.0,1.0,D,20.0,12.0,7.0,5.0,6.0,4.0,9.0,12.0,2.0,2.0,0.0,0.0
Fortuna Dusseldorf,M'gladbach,D1,2019,15/02/2020,A,1,4,1.0,1.0,D,9.0,17.0,4.0,6.0,2.0,5.0,10.0,10.0,2.0,2.0,0.0,0.0
FC Koln,Bayern Munich,D1,2019,16/02/2020,A,1,4,0.0,3.0,A,13.0,26.0,6.0,8.0,1.0,6.0,12.0,10.0,1.0,3.0,0.0,0.0
Mainz,Schalke 04,D1,2019,16/02/2020,D,0,0,0.0,0.0,D,15.0,8.0,5.0,3.0,3.0,6.0,7.0,11.0,2.0,2.0,0.0,0.0
Bayern Munich,Paderborn,D1,2019,21/02/2020,H,3,2,1.0,1.0,D,18.0,5.0,9.0,4.0,11.0,1.0,3.0,9.0,1.0,3.0,0.0,0.0
Freiburg,Fortuna Dusseldorf,D1,2019,22/02/2020,A,0,2,0.0,1.0,A,15.0,9.0,4.0,4.0,7.0,4.0,13.0,10.0,1.0,4.0,0.0,0.0
Hertha,FC Koln,D1,2019,22/02/2020,A,0,5,0.0,3.0,A,9.0,17.0,1.0,11.0,5.0,3.0,12.0,10.0,2.0,2.0,0.0,0.0
M'gladbach,Hoffenheim,D1,2019,22/02/2020,D,1,1,1.0,0.0,H,17.0,22.0,10.0,4.0,8.0,8.0,8.0,8.0,4.0,4.0,0.0,0.0
Werder Bremen,Dortmund,D1,2019,22/02/2020,A,0,2,0.0,0.0,D,8.0,12.0,2.0,6.0,2.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0
Schalke 04,RB Leipzig,D1,2019,22/02/2020,A,0,5,0.0,1.0,A,3.0,22.0,2.0,8.0,2.0,5.0,10.0,7.0,2.0,3.0,0.0,0.0
Leverkusen,Augsburg,D1,2019,23/02/2020,H,2,0,1.0,0.0,H,9.0,8.0,4.0,3.0,2.0,3.0,8.0,12.0,2.0,4.0,0.0,0.0
Wolfsburg,Mainz,D1,2019,23/02/2020,H,4,0,2.0,0.0,H,16.0,13.0,6.0,3.0,4.0,14.0,10.0,12.0,0.0,2.0,0.0,0.0
