HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
Leverkusen,Dortmund,D1,2010,14/01/11,A,1,3,0.0,0.0,D,12.0,11.0,3.0,5.0,6.0,7.0,11.0,18.0,2.0,1.0,0.0,0.0
Nurnberg,M'gladbach,D1,2010,15/01/11,A,0,1,0.0,1.0,A,17.0,6.0,4.0,3.0,6.0,3.0,16.0,29.0,1.0,3.0,0.0,0.0
Schalke 04,Hamburg,D1,2010,15/01/11,A,0,1,0.0,0.0,D,10.0,9.0,1.0,3.0,7.0,5.0,26.0,12.0,3.0,3.0,0.0,0.0
St Pauli,Freiburg,D1,2010,15/01/11,D,2,2,1.0,0.0,H,11.0,9.0,6.0,7.0,5.0,3.0,15.0,20.0,1.0,1.0,0.0,0.0
Stuttgart,Mainz,D1,2010,15/01/11,H,1,0,0.0,0.0,D,7.0,16.0,2.0,4.0,6.0,7.0,20.0,14.0,1.0,2.0,0.0,0.0
Werder Bremen,Hoffenheim,D1,2010,15/01/11,H,2,1,1.0,0.0,H,12.0,8.0,4.0,2.0,8.0,4.0,24.0,19.0,3.0,2.0,0.0,0.0
Wolfsburg,Bayern Munich,D1,2010,15/01/11,D,1,1,0.0,1.0,A,10.0,14.0,4.0,6.0,5.0,9.0,16.0,16.0,2.0,2.0,0.0,0.0
Ein Frankfurt,Hannover,D1,2010,16/01/11,A,0,3,0.0,2.0,A,12.0,16.0,4.0,6.0,5.0,5.0,13.0,26.0,1.0,1.0,0.0,0.0
Kaiserslautern,FC Koln,D1,2010,16/01/11,D,1,1,0.0,1.0,A,15.0,14.0,4.0,3.0,10.0,4.0,18.0,24.0,1.0,6.0,1.0,0.0
Hamburg,Ein Frankfurt,D1,2010,21/01/11,H,1,0,0.0,0.0,D,9.0,6.0,4.0,1.0,6.0,4.0,13.0,15.0,0.0,0.0,0.0,0.0
Bayern Munich,Kaiserslautern,D1,2010,22/01/11,H,5,1,1.0,0.0,H,19.0,13.0,9.0,6.0,6.0,5.0,8.0,11.0,0.0,3.0,0.0,0.0
Dortmund,Stuttgart,D1,2010,22/01/11,D,1,1,1.0,0.0,H,18.0,7.0,7.0,3.0,8.0,6.0,9.0,8.0,0.0,2.0,0.0,0.0
FC Koln,Werder Bremen,D1,2010,22/01/11,H,3,0,2.0,0.0,H,11.0,3.0,5.0,1.0,7.0,3.0,11.0,25.0,3.0,2.0,0.0,0.0
Freiburg,Nurnberg,D1,2010,22/01/11,D,1,1,1.0,0.0,H,6.0,11.0,2.0,2.0,4.0,5.0,21.0,13.0,0.0,1.0,0.0,0.0
Hannover,Schalke 04,D1,2010,22/01/11,A,0,1,0.0,1.0,A,11.0,11.0,4.0,4.0,4.0,5.0,11.0,21.0,1.0,2.0,0.0,0.0
Mainz,Wolfsburg,D1,2010,22/01/11,A,0,1,0.0,0.0,D,14.0,8.0,3.0,2.0,3.0,5.0,16.0,23.0,1.0,1.0,0.0,0.0
Hoffenheim,St Pauli,D1,2010,23/01/11,D,2,2,1.0,0.0,H,10.0,14.0,4.0,5.0,4.0,4.0,25.0,16.0,1.0,1.0,0.0,0.0
M'gladbach,Leverkusen,D1,2010,23/01/11,A,1,3,0.0,2.0,A,16.0,8.0,6.0,4.0,3.0,1.0,19.0,15.0,1.0,1.0,0.0,0.0
Leverkusen,Hannover,D1,2010,28/01/11,H,2,0,2.0,0.0,H,11.0,9.0,6.0,3.0,5.0,3.0,18.0,12.0,0.0,0.0,0.0,0.0
Kaiserslautern,Mainz,D1,2010,29/01/11,A,0,1,0.0,1.0,A,17.0,12.0,6.0,5.0,6.0,3.0,15.0,16.0,1.0,0.0,0.0,0.0
Nurnberg,Hamburg,D1,2010,29/01/11,H,2,0,0.0,0.0,D,17.0,7.0,7.0,1.0,6.0,3.0,18.0,20.0,1.0,2.0,0.0,1.0
Schalke 04,Hoffenheim,D1,2010,29/01/11,A,0,1,0.0,1.0,A,10.0,16.0,1.0,5.0,9.0,4.0,19.0,16.0,2.0,1.0,0.0,0.0
St Pauli,FC Koln,D1,2010,29/01/11,H,3,0,2.0,0.0,H,30.0,3.0,10.0,2.0,11.0,2.0,16.0,16.0,0.0,4.0,0.0,0.0
Werder Bremen,Bayern Munich,D1,2010,29/01/11,A,1,3,0.0,0.0,D,9.0,17.0,4.0,6.0,7.0,4.0,21.0,18.0,2.0,2.0,1.0,0.0
Wolfsburg,Dortmund,D1,2010,29/01/11,A,0,3,0.0,2.0,A,9.0,17.0,2.0,8.0,4.0,3.0,18.0,12.0,2.0,2.0,0.0,0.0
Ein Frankfurt,M'gladbach,D1,2010,30/01/11,A,0,1,0.0,0.0,D,17.0,16.0,2.0,7.0,4.0,4.0,7.0,18.0,0.0,2.0,0.0,0.0
Stuttgart,Freiburg,D1,2010,30/01/11,A,0,1,0.0,1.0,A,15.0,9.0,4.0,3.0,9.0,3.0,10.0,20.0,0.0,2.0,0.0,0.0
Dortmund,Schalke 04,D1,2010,04/02/11,D,0,0,0.0,0.0,D,21.0,6.0,9.0,2.0,1.0,2.0,13.0,19.0,2.0,3.0,0.0,0.0
FC Koln,Bayern Munich,D1,2010,05/02/11,H,3,2,0.0,2.0,A,17.0,12.0,6.0,4.0,5.0,7.0,19.0,17.0,0.0,2.0,0.0,0.0
Hannover,Wolfsburg,D1,2010,05/02/11,H,1,0,1.0,0.0,H,10.0,12.0,4.0,3.0,4.0,4.0,18.0,16.0,1.0,3.0,0.0,0.0
Hoffenheim,Kaiserslautern,D1,2010,05/02/11,H,3,2,2.0,0.0,H,17.0,24.0,8.0,7.0,4.0,7.0,17.0,24.0,1.0,2.0,1.0,0.0
Mainz,Werder Bremen,D1,2010,05/02/11,D,1,1,1.0,0.0,H,10.0,9.0,5.0,3.0,6.0,3.0,19.0,24.0,1.0,4.0,0.0,0.0
M'gladbach,Stuttgart,D1,2010,05/02/11,A,2,3,2.0,0.0,H,12.0,9.0,5.0,3.0,5.0,3.0,19.0,14.0,1.0,2.0,1.0,0.0
Nurnberg,Leverkusen,D1,2010,05/02/11,H,1,0,0.0,0.0,D,9.0,11.0,3.0,0.0,3.0,2.0,25.0,19.0,1.0,3.0,1.0,0.0
Freiburg,Ein Frankfurt,D1,2010,06/02/11,D,0,0,0.0,0.0,D,12.0,12.0,0.0,3.0,5.0,6.0,14.0,21.0,0.0,2.0,0.0,0.0
Bayern Munich,Hoffenheim,D1,2010,12/02/11,H,4,0,2.0,0.0,H,17.0,14.0,11.0,4.0,8.0,3.0,5.0,17.0,0.0,4.0,0.0,0.0
Ein Frankfurt,Leverkusen,D1,2010,12/02/11,A,0,3,0.0,2.0,A,12.0,12.0,3.0,6.0,1.0,6.0,25.0,15.0,3.0,1.0,0.0,0.0
Kaiserslautern,Dortmund,D1,2010,12/02/11,D,1,1,0.0,0.0,D,15.0,17.0,3.0,6.0,6.0,2.0,14.0,16.0,1.0,0.0,0.0,1.0
Schalke 04,Freiburg,D1,2010,12/02/11,H,1,0,0.0,0.0,D,20.0,3.0,7.0,1.0,12.0,0.0,7.0,22.0,2.0,2.0,0.0,0.0
St Pauli,M'gladbach,D1,2010,12/02/11,H,3,1,1.0,1.0,D,23.0,7.0,9.0,2.0,9.0,1.0,14.0,15.0,1.0,1.0,0.0,1.0
Stuttgart,Nurnberg,D1,2010,12/02/11,A,1,4,1.0,2.0,A,10.0,20.0,5.0,10.0,3.0,7.0,10.0,21.0,3.0,1.0,0.0,0.0
Wolfsburg,Hamburg,D1,2010,12/02/11,A,0,1,0.0,1.0,A,8.0,9.0,1.0,4.0,5.0,5.0,25.0,15.0,4.0,1.0,0.0,0.0
FC Koln,Mainz,D1,2010,13/02/11,H,4,2,2.0,1.0,H,15.0,9.0,9.0,4.0,5.0,1.0,20.0,17.0,2.0,1.0,0.0,0.0
Werder Bremen,Hannover,D1,2010,13/02/11,D,1,1,0.0,1.0,A,13.0,6.0,5.0,4.0,11.0,3.0,18.0,21.0,0.0,3.0,0.0,0.0
Hamburg,St Pauli,D1,2010,16/02/11,A,0,1,0.0,0.0,D,22.0,5.0,6.0,3.0,11.0,5.0,15.0,19.0,4.0,2.0,0.0,0.0
Nurnberg,Ein Frankfurt,D1,2010,18/02/11,H,3,0,0.0,0.0,D,16.0,3.0,7.0,1.0,8.0,1.0,13.0,21.0,2.0,2.0,0.0,0.0
Dortmund,St Pauli,D1,2010,19/02/11,H,2,0,1.0,0.0,H,25.0,3.0,12.0,1.0,8.0,1.0,16.0,14.0,1.0,2.0,0.0,0.0
Freiburg,Wolfsburg,D1,2010,19/02/11,H,2,1,1.0,1.0,D,14.0,18.0,5.0,8.0,7.0,9.0,14.0,12.0,3.0,0.0,0.0,0.0
Hamburg,Werder Bremen,D1,2010,19/02/11,H,4,0,1.0,0.0,H,14.0,8.0,6.0,2.0,6.0,3.0,21.0,19.0,3.0,3.0,0.0,0.0
Hannover,Kaiserslautern,D1,2010,19/02/11,H,3,0,2.0,0.0,H,12.0,10.0,5.0,4.0,7.0,6.0,12.0,14.0,1.0,1.0,0.0,0.0
Hoffenheim,FC Koln,D1,2010,19/02/11,D,1,1,0.0,0.0,D,17.0,8.0,4.0,2.0,4.0,1.0,20.0,21.0,2.0,5.0,0.0,0.0
Mainz,Bayern Munich,D1,2010,19/02/11,A,1,3,0.0,1.0,A,18.0,19.0,7.0,9.0,4.0,11.0,18.0,13.0,2.0,1.0,0.0,0.0
Leverkusen,Stuttgart,D1,2010,20/02/11,H,4,2,2.0,1.0,H,18.0,11.0,7.0,4.0,6.0,4.0,11.0,12.0,1.0,2.0,0.0,0.0
M'gladbach,Schalke 04,D1,2010,20/02/11,H,2,1,2.0,1.0,H,13.0,4.0,7.0,1.0,3.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0
Wolfsburg,M'gladbach,D1,2010,25/02/11,H,2,1,2.0,0.0,H,15.0,14.0,6.0,6.0,5.0,3.0,17.0,25.0,4.0,3.0,0.0,0.0
Bayern Munich,Dortmund,D1,2010,26/02/11,A,1,3,1.0,2.0,A,14.0,16.0,4.0,5.0,10.0,4.0,10.0,11.0,2.0,3.0,0.0,0.0
FC Koln,Freiburg,D1,2010,26/02/11,H,1,0,0.0,0.0,D,22.0,12.0,6.0,1.0,8.0,5.0,12.0,20.0,2.0,3.0,0.0,0.0
Hoffenheim,Mainz,D1,2010,26/02/11,A,1,2,0.0,1.0,A,13.0,10.0,4.0,7.0,6.0,4.0,18.0,23.0,1.0,0.0,0.0,0.0
Kaiserslautern,Hamburg,D1,2010,26/02/11,D,1,1,1.0,0.0,H,16.0,16.0,8.0,5.0,4.0,3.0,17.0,10.0,3.0,0.0,0.0,0.0
Schalke 04,Nurnberg,D1,2010,26/02/11,D,1,1,0.0,1.0,A,16.0,16.0,8.0,4.0,10.0,3.0,13.0,17.0,1.0,3.0,0.0,0.0
St Pauli,Hannover,D1,2010,26/02/11,A,0,1,0.0,0.0,D,7.0,8.0,1.0,5.0,3.0,5.0,20.0,21.0,0.0,2.0,0.0,0.0
Ein Frankfurt,Stuttgart,D1,2010,27/02/11,A,0,2,0.0,0.0,D,30.0,11.0,5.0,6.0,13.0,3.0,19.0,13.0,2.0,1.0,0.0,1.0
Werder Bremen,Leverkusen,D1,2010,27/02/11,D,2,2,0.0,1.0,A,9.0,17.0,6.0,6.0,2.0,6.0,19.0,11.0,2.0,1.0,0.0,1.0
Dortmund,FC Koln,D1,2010,04/03/11,H,1,0,1.0,0.0,H,24.0,7.0,8.0,1.0,10.0,3.0,19.0,18.0,0.0,3.0,0.0,0.0
Ein Frankfurt,Kaiserslautern,D1,2010,05/03/11,D,0,0,0.0,0.0,D,6.0,9.0,0.0,2.0,2.0,5.0,10.0,22.0,4.0,3.0,0.0,0.0
Hannover,Bayern Munich,D1,2010,05/03/11,H,3,1,1.0,0.0,H,13.0,12.0,7.0,6.0,2.0,2.0,24.0,9.0,3.0,1.0,0.0,1.0
Leverkusen,Wolfsburg,D1,2010,05/03/11,H,3,0,3.0,0.0,H,14.0,9.0,9.0,1.0,7.0,2.0,19.0,15.0,0.0,4.0,0.0,0.0
M'gladbach,Hoffenheim,D1,2010,05/03/11,H,2,0,0.0,0.0,D,13.0,9.0,6.0,0.0,8.0,4.0,17.0,30.0,1.0,4.0,0.0,0.0
Nurnberg,St Pauli,D1,2010,05/03/11,H,5,0,3.0,0.0,H,20.0,4.0,7.0,1.0,4.0,1.0,17.0,16.0,1.0,3.0,0.0,0.0
Stuttgart,Schalke 04,D1,2010,05/03/11,H,1,0,1.0,0.0,H,22.0,14.0,5.0,3.0,5.0,5.0,12.0,18.0,1.0,2.0,0.0,1.0
Freiburg,Werder Bremen,D1,2010,06/03/11,A,1,3,0.0,1.0,A,9.0,16.0,1.0,7.0,3.0,4.0,19.0,21.0,3.0,6.0,0.0,0.0
Hamburg,Mainz,D1,2010,06/03/11,A,2,4,1.0,0.0,H,8.0,12.0,4.0,6.0,4.0,5.0,17.0,15.0,2.0,2.0,0.0,0.0
FC Koln,Hannover,D1,2010,11/03/11,H,4,0,1.0,0.0,H,12.0,14.0,7.0,4.0,2.0,6.0,15.0,20.0,0.0,3.0,0.0,0.0
Bayern Munich,Hamburg,D1,2010,12/03/11,H,6,0,1.0,0.0,H,17.0,10.0,8.0,3.0,4.0,4.0,11.0,12.0,2.0,1.0,0.0,0.0
Hoffenheim,Dortmund,D1,2010,12/03/11,H,1,0,0.0,0.0,D,11.0,16.0,4.0,3.0,2.0,5.0,21.0,15.0,2.0,1.0,0.0,0.0
Kaiserslautern,Freiburg,D1,2010,12/03/11,H,2,1,1.0,1.0,D,19.0,9.0,6.0,2.0,3.0,3.0,14.0,15.0,0.0,0.0,0.0,0.0
Schalke 04,Ein Frankfurt,D1,2010,12/03/11,H,2,1,1.0,0.0,H,9.0,7.0,5.0,5.0,6.0,3.0,17.0,19.0,1.0,3.0,0.0,0.0
Werder Bremen,M'gladbach,D1,2010,12/03/11,D,1,1,1.0,0.0,H,18.0,12.0,5.0,3.0,9.0,7.0,12.0,9.0,3.0,0.0,0.0,0.0
Wolfsburg,Nurnberg,D1,2010,12/03/11,A,1,2,1.0,1.0,D,12.0,8.0,5.0,4.0,2.0,5.0,19.0,28.0,2.0,3.0,0.0,0.0
Mainz,Leverkusen,D1,2010,13/03/11,A,0,1,0.0,0.0,D,5.0,14.0,1.0,3.0,6.0,4.0,25.0,15.0,3.0,3.0,0.0,0.0
St Pauli,Stuttgart,D1,2010,13/03/11,A,1,2,1.0,1.0,D,9.0,17.0,2.0,9.0,5.0,2.0,19.0,15.0,2.0,2.0,0.0,0.0
M'gladbach,Kaiserslautern,D1,2010,18/03/11,A,0,1,0.0,0.0,D,8.0,13.0,4.0,3.0,4.0,3.0,15.0,20.0,2.0,0.0,0.0,0.0
Dortmund,Mainz,D1,2010,19/03/11,D,1,1,1.0,0.0,H,15.0,9.0,3.0,3.0,7.0,2.0,13.0,14.0,1.0,1.0,0.0,0.0
Ein Frankfurt,St Pauli,D1,2010,19/03/11,H,2,1,1.0,1.0,D,13.0,11.0,6.0,3.0,3.0,3.0,18.0,23.0,1.0,4.0,0.0,0.0
Freiburg,Bayern Munich,D1,2010,19/03/11,A,1,2,1.0,1.0,D,12.0,11.0,4.0,6.0,5.0,6.0,14.0,18.0,2.0,0.0,0.0,0.0
Hamburg,FC Koln,D1,2010,19/03/11,H,6,2,4.0,0.0,H,21.0,9.0,7.0,3.0,2.0,1.0,14.0,20.0,1.0,2.0,0.0,0.0
Hannover,Hoffenheim,D1,2010,19/03/11,H,2,0,1.0,0.0,H,9.0,12.0,3.0,2.0,4.0,4.0,14.0,21.0,0.0,1.0,0.0,0.0
Nurnberg,Werder Bremen,D1,2010,19/03/11,A,1,3,1.0,1.0,D,8.0,8.0,4.0,6.0,3.0,7.0,18.0,19.0,3.0,3.0,1.0,0.0
Leverkusen,Schalke 04,D1,2010,20/03/11,H,2,0,2.0,0.0,H,13.0,7.0,7.0,5.0,8.0,3.0,14.0,24.0,2.0,3.0,0.0,0.0
Stuttgart,Wolfsburg,D1,2010,20/03/11,D,1,1,0.0,1.0,A,16.0,9.0,4.0,6.0,1.0,3.0,18.0,22.0,1.0,3.0,0.0,0.0
St Pauli,Schalke 04,D1,2010,01/04/11,A,0,2,0.0,1.0,A,17.0,11.0,2.0,3.0,7.0,5.0,16.0,13.0,1.0,2.0,2.0,0.0
Bayern Munich,M'gladbach,D1,2010,02/04/11,H,1,0,0.0,0.0,D,16.0,7.0,5.0,2.0,7.0,4.0,11.0,16.0,2.0,1.0,0.0,0.0
Dortmund,Hannover,D1,2010,02/04/11,H,4,1,0.0,0.0,D,21.0,7.0,10.0,3.0,4.0,6.0,8.0,10.0,1.0,2.0,0.0,0.0
Hoffenheim,Hamburg,D1,2010,02/04/11,D,0,0,0.0,0.0,D,16.0,6.0,3.0,2.0,4.0,5.0,18.0,12.0,2.0,1.0,0.0,0.0
Kaiserslautern,Leverkusen,D1,2010,02/04/11,A,0,1,0.0,0.0,D,6.0,9.0,1.0,5.0,3.0,1.0,22.0,15.0,1.0,2.0,0.0,0.0
Mainz,Freiburg,D1,2010,02/04/11,D,1,1,0.0,1.0,A,12.0,7.0,3.0,1.0,5.0,1.0,15.0,22.0,1.0,3.0,0.0,0.0
Werder Bremen,Stuttgart,D1,2010,02/04/11,D,1,1,1.0,1.0,D,27.0,6.0,8.0,2.0,12.0,3.0,12.0,23.0,1.0,3.0,0.0,0.0
FC Koln,Nurnberg,D1,2010,03/04/11,H,1,0,0.0,0.0,D,15.0,12.0,3.0,4.0,3.0,5.0,27.0,23.0,2.0,2.0,0.0,0.0
Wolfsburg,Ein Frankfurt,D1,2010,03/04/11,D,1,1,0.0,0.0,D,27.0,6.0,9.0,4.0,14.0,1.0,12.0,14.0,1.0,5.0,1.0,0.0
Ein Frankfurt,Werder Bremen,D1,2010,08/04/11,D,1,1,0.0,0.0,D,14.0,19.0,8.0,6.0,8.0,6.0,25.0,21.0,3.0,3.0,0.0,0.0
Freiburg,Hoffenheim,D1,2010,09/04/11,H,3,2,1.0,2.0,A,14.0,15.0,5.0,9.0,6.0,4.0,12.0,20.0,1.0,5.0,1.0,0.0
Hamburg,Dortmund,D1,2010,09/04/11,D,1,1,1.0,0.0,H,8.0,15.0,4.0,7.0,2.0,4.0,21.0,13.0,0.0,1.0,1.0,0.0
Hannover,Mainz,D1,2010,09/04/11,H,2,0,1.0,0.0,H,21.0,9.0,9.0,4.0,15.0,4.0,14.0,14.0,1.0,3.0,0.0,1.0
Nurnberg,Bayern Munich,D1,2010,09/04/11,D,1,1,0.0,1.0,A,24.0,9.0,3.0,4.0,6.0,6.0,15.0,21.0,2.0,2.0,0.0,1.0
Schalke 04,Wolfsburg,D1,2010,09/04/11,H,1,0,0.0,0.0,D,13.0,6.0,4.0,1.0,5.0,5.0,16.0,17.0,1.0,3.0,0.0,0.0
Stuttgart,Kaiserslautern,D1,2010,09/04/11,A,2,4,2.0,1.0,H,8.0,15.0,3.0,5.0,4.0,4.0,20.0,18.0,1.0,2.0,0.0,0.0
Leverkusen,St Pauli,D1,2010,10/04/11,H,2,1,0.0,0.0,D,19.0,6.0,5.0,1.0,4.0,1.0,15.0,22.0,1.0,3.0,0.0,0.0
M'gladbach,FC Koln,D1,2010,10/04/11,H,5,1,3.0,0.0,H,19.0,8.0,10.0,4.0,4.0,6.0,13.0,19.0,1.0,2.0,0.0,0.0
Mainz,M'gladbach,D1,2010,15/04/11,H,1,0,0.0,0.0,D,10.0,11.0,2.0,3.0,6.0,4.0,17.0,11.0,1.0,1.0,0.0,1.0
FC Koln,Stuttgart,D1,2010,16/04/11,A,1,3,0.0,0.0,D,13.0,22.0,4.0,11.0,2.0,7.0,26.0,19.0,6.0,2.0,0.0,0.0
Hamburg,Hannover,D1,2010,16/04/11,D,0,0,0.0,0.0,D,11.0,15.0,3.0,6.0,7.0,4.0,12.0,19.0,1.0,3.0,0.0,0.0
Hoffenheim,Ein Frankfurt,D1,2010,16/04/11,H,1,0,0.0,0.0,D,16.0,13.0,4.0,5.0,3.0,8.0,20.0,9.0,3.0,3.0,0.0,0.0
Kaiserslautern,Nurnberg,D1,2010,16/04/11,A,0,2,0.0,1.0,A,10.0,12.0,2.0,7.0,0.0,6.0,17.0,13.0,1.0,2.0,0.0,0.0
Werder Bremen,Schalke 04,D1,2010,16/04/11,D,1,1,0.0,0.0,D,15.0,14.0,5.0,6.0,8.0,3.0,12.0,24.0,0.0,3.0,0.0,0.0
Wolfsburg,St Pauli,D1,2010,16/04/11,D,2,2,1.0,0.0,H,9.0,19.0,3.0,8.0,4.0,7.0,14.0,12.0,2.0,2.0,0.0,0.0
Bayern Munich,Leverkusen,D1,2010,17/04/11,H,5,1,4.0,0.0,H,5.0,7.0,4.0,3.0,3.0,2.0,15.0,12.0,1.0,1.0,0.0,0.0
Dortmund,Freiburg,D1,2010,17/04/11,H,3,0,2.0,0.0,H,20.0,2.0,5.0,2.0,4.0,1.0,13.0,23.0,1.0,2.0,0.0,0.0
Freiburg,Hannover,D1,2010,21/04/11,A,1,3,0.0,2.0,A,14.0,9.0,7.0,5.0,7.0,2.0,8.0,17.0,0.0,2.0,0.0,0.0
Ein Frankfurt,Bayern Munich,D1,2010,23/04/11,D,1,1,0.0,0.0,D,8.0,18.0,2.0,9.0,0.0,9.0,13.0,15.0,4.0,3.0,0.0,0.0
Leverkusen,Hoffenheim,D1,2010,23/04/11,H,2,1,1.0,1.0,D,15.0,9.0,4.0,3.0,7.0,2.0,14.0,16.0,0.0,1.0,0.0,0.0
M'gladbach,Dortmund,D1,2010,23/04/11,H,1,0,1.0,0.0,H,7.0,21.0,2.0,8.0,3.0,11.0,7.0,13.0,0.0,0.0,0.0,0.0
Schalke 04,Kaiserslautern,D1,2010,23/04/11,A,0,1,0.0,1.0,A,11.0,9.0,2.0,3.0,6.0,3.0,10.0,19.0,0.0,3.0,0.0,0.0
St Pauli,Werder Bremen,D1,2010,23/04/11,A,1,3,1.0,0.0,H,5.0,14.0,3.0,4.0,4.0,4.0,22.0,13.0,2.0,0.0,0.0,0.0
Stuttgart,Hamburg,D1,2010,23/04/11,H,3,0,1.0,0.0,H,14.0,11.0,6.0,4.0,3.0,6.0,9.0,12.0,2.0,0.0,0.0,0.0
Nurnberg,Mainz,D1,2010,24/04/11,D,0,0,0.0,0.0,D,11.0,10.0,2.0,1.0,5.0,1.0,15.0,14.0,5.0,3.0,0.0,0.0
Wolfsburg,FC Koln,D1,2010,24/04/11,H,4,1,2.0,1.0,H,18.0,14.0,9.0,4.0,7.0,2.0,18.0,17.0,0.0,0.0,0.0,0.0
Kaiserslautern,St Pauli,D1,2010,29/04/11,H,2,0,1.0,0.0,H,17.0,15.0,5.0,6.0,5.0,3.0,19.0,15.0,0.0,1.0,0.0,0.0
Werder Bremen,Wolfsburg,D1,2010,29/04/11,A,0,1,0.0,1.0,A,14.0,10.0,4.0,2.0,9.0,5.0,11.0,22.0,2.0,4.0,0.0,0.0
Bayern Munich,Schalke 04,D1,2010,30/04/11,H,4,1,3.0,1.0,H,22.0,3.0,8.0,0.0,7.0,1.0,9.0,19.0,1.0,2.0,0.0,0.0
Dortmund,Nurnberg,D1,2010,30/04/11,H,2,0,2.0,0.0,H,11.0,8.0,5.0,2.0,4.0,4.0,20.0,13.0,1.0,2.0,0.0,0.0
FC Koln,Leverkusen,D1,2010,30/04/11,H,2,0,0.0,0.0,D,4.0,16.0,4.0,4.0,1.0,6.0,18.0,19.0,2.0,2.0,0.0,0.0
Hamburg,Freiburg,D1,2010,30/04/11,A,0,2,0.0,1.0,A,16.0,9.0,5.0,5.0,4.0,1.0,26.0,14.0,3.0,1.0,0.0,0.0
Hannover,M'gladbach,D1,2010,30/04/11,A,0,1,0.0,0.0,D,10.0,15.0,2.0,4.0,7.0,2.0,9.0,9.0,2.0,0.0,0.0,0.0
Hoffenheim,Stuttgart,D1,2010,30/04/11,A,1,2,1.0,0.0,H,14.0,14.0,5.0,4.0,3.0,4.0,19.0,14.0,2.0,2.0,0.0,0.0
Mainz,Ein Frankfurt,D1,2010,30/04/11,H,3,0,3.0,0.0,H,23.0,7.0,11.0,2.0,5.0,1.0,19.0,16.0,1.0,2.0,0.0,1.0
Ein Frankfurt,FC Koln,D1,2010,07/05/11,A,0,2,0.0,1.0,A,11.0,10.0,0.0,7.0,2.0,3.0,10.0,18.0,3.0,3.0,0.0,0.0
Leverkusen,Hamburg,D1,2010,07/05/11,D,1,1,0.0,1.0,A,13.0,11.0,3.0,5.0,5.0,3.0,13.0,20.0,1.0,3.0,0.0,0.0
M'gladbach,Freiburg,D1,2010,07/05/11,H,2,0,0.0,0.0,D,10.0,6.0,5.0,3.0,3.0,9.0,20.0,15.0,2.0,1.0,0.0,1.0
Nurnberg,Hoffenheim,D1,2010,07/05/11,A,1,2,1.0,1.0,D,11.0,15.0,5.0,4.0,9.0,4.0,15.0,20.0,0.0,2.0,0.0,0.0
Schalke 04,Mainz,D1,2010,07/05/11,A,1,3,0.0,0.0,D,15.0,9.0,4.0,4.0,7.0,5.0,14.0,14.0,2.0,1.0,0.0,0.0
St Pauli,Bayern Munich,D1,2010,07/05/11,A,1,8,0.0,2.0,A,12.0,17.0,5.0,10.0,3.0,8.0,15.0,15.0,3.0,2.0,0.0,0.0
Stuttgart,Hannover,D1,2010,07/05/11,H,2,1,0.0,0.0,D,13.0,11.0,4.0,3.0,2.0,0.0,20.0,24.0,2.0,1.0,0.0,0.0
Werder Bremen,Dortmund,D1,2010,07/05/11,H,2,0,1.0,0.0,H,11.0,12.0,4.0,2.0,2.0,10.0,11.0,9.0,2.0,0.0,0.0,0.0
Wolfsburg,Kaiserslautern,D1,2010,07/05/11,A,1,2,1.0,2.0,A,21.0,3.0,3.0,2.0,10.0,3.0,18.0,22.0,0.0,1.0,0.0,0.0
Bayern Munich,Stuttgart,D1,2010,14/05/11,H,2,1,1.0,1.0,D,10.0,10.0,5.0,5.0,6.0,4.0,17.0,21.0,2.0,2.0,0.0,0.0
Dortmund,Ein Frankfurt,D1,2010,14/05/11,H,3,1,0.0,0.0,D,18.0,9.0,11.0,3.0,7.0,4.0,9.0,10.0,1.0,2.0,0.0,1.0
FC Koln,Schalke 04,D1,2010,14/05/11,H,2,1,1.0,0.0,H,10.0,17.0,6.0,5.0,4.0,10.0,21.0,23.0,2.0,1.0,0.0,0.0
Freiburg,Leverkusen,D1,2010,14/05/11,A,0,1,0.0,1.0,A,8.0,13.0,2.0,6.0,1.0,9.0,8.0,20.0,0.0,1.0,0.0,0.0
Hamburg,M'gladbach,D1,2010,14/05/11,D,1,1,0.0,1.0,A,16.0,9.0,4.0,3.0,7.0,5.0,8.0,10.0,1.0,2.0,0.0,0.0
Hannover,Nurnberg,D1,2010,14/05/11,H,3,1,1.0,1.0,D,20.0,9.0,5.0,2.0,5.0,4.0,22.0,23.0,2.0,2.0,0.0,0.0
Hoffenheim,Wolfsburg,D1,2010,14/05/11,A,1,3,0.0,0.0,D,17.0,20.0,4.0,6.0,7.0,7.0,11.0,17.0,0.0,1.0,0.0,0.0
Kaiserslautern,Werder Bremen,D1,2010,14/05/11,H,3,2,3.0,1.0,H,12.0,17.0,4.0,7.0,4.0,8.0,14.0,10.0,0.0,2.0,0.0,0.0
Mainz,St Pauli,D1,2010,14/05/11,H,2,1,0.0,1.0,A,19.0,14.0,7.0,4.0,7.0,3.0,11.0,13.0,0.0,2.0,0.0,0.0
Dortmund,Hamburg,D1,2011,05/08/11,H,3,1,2.0,0.0,H,16.0,8.0,5.0,3.0,7.0,7.0,12.0,18.0,1.0,3.0,0.0,0.0
